datetime,KTL_swe,SNM_swe,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_fnf,ORO_precip,FOL_precip,SHA_precip,ORO_tas,FOL_tas,SHA_tas,netgains,WY,DOWY,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYI,SJR_WYT,8RI,SHA_in_tr,ORO_in_tr,FOL_in_tr,SHA_fci,ORO_fci,FOL_fci,YRS_swe,FOL_swe,ORO_swe,BND_swe,gains_sim,OMR_sim,SHA_snowpack,SHA_cum_flow_to_date,SHA_remaining_flow,SHA_slope,SHA_intercept,SHA_mean,SHA_std,ORO_snowpack,ORO_cum_flow_to_date,ORO_remaining_flow,ORO_slope,ORO_intercept,ORO_mean,ORO_std,FOL_snowpack,FOL_cum_flow_to_date,FOL_remaining_flow,FOL_slope,FOL_intercept,FOL_mean,FOL_std,octmar_flow_to_date,octmar_mean,octmar_std,aprjul_flow_to_date,aprjul_mean,aprjul_std,aprjul_slope,aprjul_intercept,WYI_sim,WYT_sim
2010-11-01,0.0,0.0,,2996.98,1168.37,925.83,1000.84,1210.62,701.21,1238.89,478.55,26.64,7877.44,0.0,0.0,0.0,137.74582,131.57284,135.78812000000002,6.70413222,2011,32,6.92103310384472,BN,D,,W,0.6012880254337121,7723.050637804513,3091.169168299949,1353.4081071393368,116260.82573248366,2.242493457790645,2.335168640388866,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,19.306914623473126,966.95,0.0031242062484124968,337.39051527502204,8019.394090424706,80.92721636945944,5527.902190929915,5567.541480415823,1939.1405833834704,0.0,164.35230291864096,5426.305007035681,20.9055312214887,3834.9914057712517,3873.618773395828,1870.8042758026688,0.0005143510287020574,69.21006687243353,4123.345928889918,406.9501610772046,2388.7350961340153,2726.9665048317834,1341.2553664317725,,,,,,,,,3.849277417703306,C
2010-11-02,0.0,0.0,,2786.04,1117.84,829.81,908.69,1081.1,537.57,1312.63,372.16,25.16,6878.71,0.0,0.0,0.0,141.69088,132.94876,147.65588,6.364958667000001,2011,33,6.92103310384472,BN,D,,W,0.6012880254337121,6796.869799789113,2935.230579935629,1305.207166747742,117244.65424564859,2.1752186540569256,2.2651135811771996,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,19.536371523497706,890.45,0.0031242062484124968,350.8719098965292,8005.912695803198,81.5360175771573,5519.325344388772,5559.262833274013,1938.0138590664635,0.0,170.17424786077524,5420.483062093547,20.59661632891238,3830.957327277736,3869.0139096400844,1870.2788046953835,0.0005143510287020574,71.79890752939176,4120.757088232959,407.23741931039484,2385.923138706461,2724.3932984016847,1340.6292842999155,,,,,,,,,3.849277417703306,C
2010-11-03,0.0,0.0,,2518.07,1019.06,741.33,909.28,1008.19,516.7,1334.28,289.3,24.03,6619.79,0.0,0.0,0.0,148.672,140.07532000000003,152.76932000000002,8.921652878,2011,34,6.92103310384472,BN,D,,W,0.6012880254337121,6556.758115370954,2737.1322414318524,1260.791220009059,117939.1796487371,2.1099620944352178,2.1971601737418838,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,19.701995160335834,852.75,0.0031242062484124968,363.87704993817425,7992.907555761553,83.33079946124867,5509.998101271003,5550.814699581472,1936.7037014369266,0.0,175.6032704792662,5415.054039475056,20.54621644198269,3826.468071064865,3864.4315290315667,1869.687609712148,0.0005143510287020574,74.29965044090095,4118.25634532145,407.3117475262836,2383.3953552734483,2721.9272919123146,1340.2173546399322,,,,,,,,,3.849277417703306,C
2010-11-04,0.0,0.0,,2365.79,880.69,669.18,821.17,1035.49,489.8,1179.01,236.64,24.02,6351.66,0.0,0.0,0.0,151.50807999999998,145.80831999999998,153.39896,8.818512382,2011,35,6.92103310384472,BN,D,,W,0.6012880254337121,6308.105458399532,2624.558389928493,1224.5727462613652,118350.32612469977,2.046663231602161,2.131245368529627,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,20.101754905485134,1009.0,0.0031242062484124968,376.38899462797923,7980.395611071748,83.98857683149684,5501.689465585051,5542.828252508525,1935.8637503754214,0.0,180.80900611994468,5409.8483038343775,20.485741968708552,3822.56125403669,3860.412972689701,1869.2413953292155,0.0005143510287020574,76.72855505749438,4115.827440704857,407.22773962380484,2381.0526436197392,2719.514758167561,1339.7578214574305,,,,,,,,,3.849277417703306,C
2010-11-05,0.0,0.0,,2220.27,784.6,610.73,769.12,1011.94,433.53,1066.51,234.27,24.02,6333.54,0.0,0.0,0.0,151.78078,146.46099999999998,150.89948,8.538842961,2011,36,6.92103310384472,BN,D,,W,0.6012880254337121,6291.301720868028,2516.9819066689133,1195.231515623074,118724.11153933281,1.9852633346540962,2.067308007473738,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,20.645428103826422,998.05,0.0031242062484124968,388.86760959050514,7967.916996109223,86.05549384813551,5493.20669344687,5535.357885413316,1935.5998210279834,0.0,185.80136691815358,5404.855943036168,20.468482942558364,3818.7854541616307,3856.6052831323896,1868.958385947333,0.0005143510287020574,79.09926219192803,4113.456733570423,407.08098282681283,2378.850951694709,2717.191091212341,1339.3572321899653,,,,,,,,,3.849277417703306,C
2010-11-06,0.0,0.0,,2007.38,732.86,555.39,688.9,996.41,351.51,923.14,222.22,24.02,6087.62,0.0,0.0,0.0,146.36314,139.19332000000003,142.58060000000003,0.9084297509999999,2011,37,6.92103310384472,BN,D,,W,0.6012880254337121,6063.245698034281,2359.601769772734,1167.451469369472,118851.15166040044,1.9257054346144733,2.005288767249526,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,21.299121314317098,1035.6,0.0031242062484124968,400.8938820291639,7955.890723670564,87.55025127204227,5483.899576286305,5526.782921475057,1933.796907456283,0.0,190.48156876767257,5400.175741186649,20.40432485992596,3814.9404642464183,3852.641747660136,1868.4984754372367,0.0005143510287020574,81.41486840826552,4111.141127354085,406.9766597195912,2376.688942531992,2714.9423752366283,1339.039409161247,,,,,,,,,3.849277417703306,C
2010-11-07,0.0,0.0,,4694.14,2999.7,3015.12,1141.54,1909.45,802.17,995.35,696.82,434.7,9981.77,1.11,1.58,0.86,130.27384,124.53447999999999,130.84640000000002,9.066446266,2011,38,6.92103310384472,BN,D,,W,0.6012880254337121,9674.519125645018,4345.804299751494,2402.207760865178,122583.11320302544,2.9779342715760393,3.52513010423204,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,21.957377412827874,1305.6,0.0031242062484124968,420.08301084110394,7936.701594858624,88.9371890808004,5473.014958975466,5516.577645821658,1930.5503952347992,0.0,199.10134587663092,5391.555964077691,20.611703875146876,3809.594160062403,3847.678619840962,1867.3179352867044,0.0005143510287020574,86.17957800856938,4106.376417753781,407.3043524430179,2373.178343436684,2711.704133746908,1338.5542207351145,,,,,,,,,3.849277417703306,C
2010-11-08,0.0,0.0,,5952.69,3336.98,3232.13,1492.29,2382.5,928.81,1751.1,846.07,134.32,9011.53,0.17,0.45,0.1,120.91114,117.17859999999999,121.51628,9.968925602999999,2011,39,6.92103310384472,BN,D,,W,0.6012880254337121,8774.75873367115,5276.194507326702,2511.1442956952133,125228.71627654531,3.058596243428758,3.869376201105079,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,22.64978962624182,1390.85,0.0031242062484124968,437.4874909446963,7919.2971147550315,89.24726434905655,5463.733408661939,5507.447974738285,1928.637888545874,0.0,209.56652504709356,5381.090784907228,20.849742580750185,3803.695110118146,3842.219396490576,1865.335184933017,0.0005143510287020574,91.16036007428795,4101.395635688063,407.3789725598723,2370.5752383984477,2709.1630482620594,1338.178312628293,,,,,,,,,3.849277417703306,C
2010-11-09,0.0,0.7,,3730.06,1798.27,1655.14,1065.3,1416.42,533.21,1166.11,498.55,59.8,7024.98,0.06,0.01,0.15,118.34776000000001,114.40912,112.85396,10.9428099,2011,40,6.92103310384472,BN,D,,W,0.6012880254337121,6932.51453978542,3633.102705600202,1719.5133751771837,125899.79500250347,3.0268383561258956,3.7632949150719264,0.0006985013970027941,0.0005143510287020574,0.0,0.23645753958174584,23.368470789244505,1430.35,0.23645753958174584,451.23793298392485,7905.546672715803,89.52358490749451,5455.063828351578,5498.913740126171,1928.153942829265,0.0,216.7726791617687,5373.884630792553,20.99820504541372,3798.743104874778,3837.5417068883785,1864.805236469677,0.0005143510287020574,94.57096511021824,4097.985030652133,407.474167532729,2367.8695777701005,2706.5365077148667,1337.8796626772364,,,,,,,,,3.849277417703306,C
2010-11-10,0.0,1.33,,3425.03,1681.88,1533.28,953.27,1175.09,472.55,1079.16,400.52,43.81,6952.66,0.18,0.34,0.14,123.25636,121.53567999999999,119.53196,11.08958676,2011,41,6.92103310384472,BN,D,,W,0.6012880254337121,6865.447967032751,3407.6075524345233,1658.3410507018684,126470.25321941104,3.1160332054421187,3.9903960676197685,0.0006985013970027941,0.0005143510287020574,0.0,0.44645753958174583,23.92613022049492,1494.4,0.44645753958174583,464.8553504162647,7891.929255283463,90.1335808261002,5445.534469061753,5489.6831654219,1926.7336458958212,0.0,223.53157016348,5367.125739790842,21.097716440730146,3793.758657779805,3832.7411280342535,1864.1728225178547,0.0005143510287020574,97.86023661020347,4094.6957591521473,407.4134374116151,2365.429723985365,2704.0461788686143,1337.5640393193594,,,,,,,,,3.849277417703306,C
2010-11-11,0.0,1.68,,3223.75,1546.33,1393.38,925.56,1070.15,459.81,1176.51,372.7,39.13,6568.57,0.0,0.0,0.0,127.27414,119.43651999999999,125.00792000000001,12.44628097,2011,42,6.92103310384472,BN,D,,W,0.6012880254337121,6509.258808728369,3258.810173720338,1588.1128528182599,126655.99936716884,3.0225522092788553,3.8706841855911756,0.0006985013970027941,0.0005143510287020574,0.0,0.5631242062484124,24.361029304130973,1471.25,0.5631242062484124,477.7662769572897,7879.018328742438,90.29287803152724,5437.179372525975,5481.406094899166,1925.7853720189426,0.0,229.99532586906514,5360.661984085257,21.200273812261308,3789.3488852010328,3828.5208517782867,1864.0370237168647,0.0005143510287020574,101.0102125113153,4091.5457832510356,407.34545376855385,2363.079529199174,2701.63948034914,1337.4255333059698,,,,,,,,,3.849277417703306,C
2010-11-12,0.0,1.41,,3232.76,1474.64,1329.42,986.94,1124.54,472.55,1166.9,341.64,36.65,6550.79,0.0,0.0,0.0,129.65572,122.48823999999999,134.77688,14.16595039,2011,43,6.92103310384472,BN,D,,W,0.6012880254337121,6492.770373115228,3265.4708671931858,1556.0056652797634,126815.96977192562,2.9318756430004895,3.75456366002344,0.0006985013970027941,0.0005143510287020574,0.0,0.47312420624841245,24.806608039886065,1195.2,0.47312420624841245,490.6444991632693,7866.140106536459,91.3472187135715,5427.756274547938,5472.499427825185,1925.6053340520373,0.0,236.47229286746673,5354.185017086856,21.251510110371974,3784.6750466294,3823.9416830479463,1864.1241601808827,0.0005143510287020574,104.09650473477207,4088.4594910275787,406.6895264293014,2361.0481549848528,2699.0629405367235,1337.0413111244645,,,,,,,,,3.849277417703306,C
2010-11-13,0.0,0.84,,2963.22,1253.87,1033.76,907.13,1049.71,471.29,1085.73,340.34,36.65,6706.75,0.0,0.0,0.0,135.54604,120.001,137.37176000000002,0.22214876,2011,44,6.92103310384472,BN,D,,W,0.6012880254337121,6637.40121778484,3066.2118973073475,1407.5877311391787,127112.57250111418,2.8439193737104747,3.6419267502227366,0.0006985013970027941,0.0005143510287020574,0.0,0.2831242062484125,25.32202712938281,1043.0,0.2831242062484125,503.8095924656312,7852.975013234097,91.8095356672633,5419.084494383541,5464.0540970110005,1924.992968564876,0.0,242.55403546345454,5348.103274490867,21.285934888596113,3780.293794567294,3819.6240380068593,1864.1116409183041,0.0005143510287020574,106.88841427943746,4085.6675814829136,405.6146329840549,2359.152865101566,2696.2742667480884,1336.4764950052725,,,,,,,,,3.849277417703306,C
2010-11-14,0.0,0.0,,3259.97,1254.87,1327.75,1077.27,1094.54,578.37,1146.87,407.96,28.77,7192.89,0.0,0.0,0.03,145.81774,137.57044,145.70972000000003,0.196363636,2011,45,6.92103310384472,BN,D,,W,0.6012880254337121,7088.227319526859,3285.5860136300544,1555.1673444043836,127845.17119558532,2.75860179249916,3.532668947716054,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,25.883522356956057,1002.85,0.0031242062484124968,517.8688862988681,7838.915719400859,92.30199857965091,5410.677097470824,5455.887915363325,1924.380658755423,0.0,249.07090027290337,5341.586409681418,21.27703676405051,3776.2616553041667,3815.5754575863975,1863.8726902200128,0.0005143510287020574,109.97304371768965,4082.5829520446614,405.5643661211512,2356.8648293290853,2693.9444523169964,1336.347434524228,,,,,,,,,3.849277417703306,C
2010-11-15,0.0,0.0,,3082.88,1725.43,1772.08,1044.49,1388.01,547.64,1289.34,596.85,26.15,7181.18,0.0,0.0,0.02,144.98146,139.59904,143.40104000000002,-2.9514049539999996,2011,46,6.92103310384472,BN,D,,W,0.6012880254337121,7077.367950515054,3154.6712292674993,1778.2159159956914,128530.2805863211,2.6758437387241854,3.4266888792845727,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,26.46298218931301,1299.8,0.0031242062484124968,531.9066408878203,7824.877964811907,92.64746194854031,5401.975577017711,5447.355607730083,1923.2218297775494,0.0,255.32809939479765,5335.329210559525,21.404098115240537,3771.765829579003,3811.314404442293,1863.417437639914,0.0005143510287020574,113.50008354513,4079.055912217221,405.5048561992219,2354.454129810933,2691.484291890236,1336.1623987846115,,,,,,,,,3.849277417703306,C
2010-11-16,0.0,0.0,,2865.54,1516.41,1679.08,1000.64,1311.94,612.98,1168.86,461.86,24.03,6437.13,0.0,0.0,0.01,140.34555999999998,132.91348,141.41672000000003,2.025123964,2011,47,6.92103310384472,BN,D,,W,0.6012880254337121,6387.366796524127,2994.0014046960514,1731.5309810194537,128491.13335352916,2.5955684265624597,3.323888212906035,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,27.058655357275097,1220.7,0.0031242062484124968,544.5757981488474,7812.20880755088,93.14619896794014,5392.647865016305,5438.272184139624,1921.0791215616946,0.0,261.2666145676654,5329.390695386656,21.413715895683907,3767.7498908081775,3807.316236544496,1863.1838456256392,0.0005143510287020574,116.9345251545916,4075.6214706077594,405.1621497364717,2352.2441937416,2688.989519738373,1336.0607175159205,,,,,,,,,3.849277417703306,C
2010-11-17,0.0,0.0,,2530.1,1395.68,1249.22,966.67,1173.76,573.03,1137.74,396.31,24.03,5799.12,0.0,0.0,0.0,136.83682,128.50348,132.83072,-1.372561981,2011,48,6.92103310384472,BN,D,,W,0.6012880254337121,5795.702746718668,2746.025486989939,1515.7461837196101,127862.27943257138,2.517701373765586,3.224171566518854,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,27.628951366208774,1360.55,0.0031242062484124968,556.0714068833109,7800.7131988164165,92.38218639217287,5383.555021562288,5428.8051165738625,1919.742574251836,0.0,266.71327668144846,5323.944033272874,20.596398662503553,3763.952349878,3802.008530055859,1863.12069308572,0.0005143510287020574,119.94096386103872,4072.6150319013122,404.1218546248443,2350.3142076850063,2686.194905737817,1335.6804255826692,,,,,,,,,3.849277417703306,C
2010-11-18,0.0,0.0,,2334.26,1348.48,1116.34,941.8,1031.54,581.09,1101.14,342.75,24.03,5857.32,0.03,0.0,0.37,129.61936,120.84772,118.99772000000002,6.152727262000001,2011,49,6.92103310384472,BN,D,,W,0.6012880254337121,5849.675016273499,2601.2496590518126,1449.0419454438852,127318.8404772163,2.472170332552618,3.1274464195232885,0.0006985013970027941,0.0005143510287020574,0.0,0.0031242062484124968,28.13610336333565,1451.35,0.0031242062484124968,567.6740680530748,7789.110537646653,87.09422350263245,5377.383609675369,5420.043586044876,1918.2274297598801,0.0,271.87278012873037,5318.784529825592,19.617361491542297,3760.599761017032,3796.8469640242015,1862.1505145367855,0.0005143510287020574,122.8150966405502,4069.740899121801,401.91564651667517,2348.6813136666187,2682.7283501370603,1334.919031973037,,,,,,,,,3.849277417703306,C
2010-11-19,0.0,0.51,,4118.42,2218.36,1830.21,889.76,952.68,549.04,1023.39,340.89,34.0,6041.57,1.4,1.07,0.11,121.72924,116.15548,115.39160000000001,10.39933883,2011,50,6.92103310384472,BN,D,,W,0.6012880254337121,6020.540835267959,3920.200032694008,1807.3965102985803,126973.43928862346,3.7980052225760392,4.10362302693759,0.0006985013970027941,0.0005143510287020574,0.0,0.17312420624841252,28.609222285643717,1478.2,0.17312420624841252,579.6156366318438,7777.168969067884,80.86796834033983,5368.721494306415,5408.331763273846,1914.0104678716614,0.0,279.648383486269,5311.008926468053,18.879534297067753,3756.3012010344464,3791.1851130550126,1860.5962669006524,0.0005143510287020574,126.40001533262608,4066.155980429725,400.8929535969542,2346.766378513516,2679.963416876113,1334.50615868717,,,,,,,,,3.849277417703306,C
2010-11-20,4.74,1.74,,3890.37,2250.43,2236.82,1036.39,1197.73,653.86,1167.18,517.78,317.9,6131.48,0.48,1.3,0.22,111.91204,109.75215999999999,103.88636000000001,6.178512386,2011,51,6.92103310384472,BN,D,,W,0.6012880254337121,6103.919645502922,3751.612780032193,2011.5100738543647,126728.68696969519,4.1640650658987575,5.280514336129462,0.0006985013970027941,0.0005143510287020574,0.9480000000000001,0.5831242062484124,29.05832121556029,1254.1,0.5831242062484124,591.7225846686516,7765.062021031076,76.81514693607912,5358.2232206374265,5395.848360644724,1910.9874683150292,0.9480000000000001,287.0895989052068,5303.567711049115,18.02743039610472,3751.995034478725,3785.3045052527095,1859.679121107247,0.0005143510287020574,130.38978737322174,4062.166208389129,400.0685213712851,2344.422427082708,2676.934249171337,1333.5777994268005,,,,,,,,,3.849277417703306,C
2010-11-21,8.96,2.16,,4177.97,2539.87,2504.8,1139.23,1483.5,847.63,1223.62,549.15,557.47,6325.61,0.71,1.01,0.41,112.51198,109.71688,111.21307999999999,17.75404956,2011,52,6.92103310384472,BN,D,,W,0.6012880254337121,6283.947767301536,3964.2227070900217,2146.032964982667,126676.20038851196,4.749143113921795,6.132098906045578,0.0006985013970027941,0.0005143510287020574,1.7920000000000003,0.7231242062484126,29.354716752695634,1250.7,0.7231242062484126,604.1866132770206,7752.597992422707,74.95375011291449,5347.512740743789,5384.226142391216,1910.8651781597125,1.7920000000000003,294.95251996387975,5295.704789990442,17.231877912281078,3747.5521188523326,3779.391639021775,1859.2059448702146,0.0005143510287020574,134.64638167676304,4057.9096140855877,399.4311470639891,2341.9516425079164,2673.933719113085,1332.8519185869634,,,,,,,,,3.849277417703306,C
2010-11-22,11.91,3.68,,3427.83,1867.15,1783.73,965.46,1200.29,573.64,1147.17,447.03,260.18,6063.31,0.38,0.48,0.33,110.69398,108.00580000000001,109.01888000000001,18.74776856,2011,53,6.92103310384472,BN,D,,W,0.6012880254337121,6040.701610871431,3409.677468275142,1784.0640825814244,126383.0919799578,4.986668820504141,6.4281359388642105,0.0006985013970027941,0.0005143510287020574,2.382,1.2297908729150793,29.4640090829389,1102.2,1.2297908729150793,616.1681701709688,7740.616435528759,72.118351505419,5337.3981126019125,5372.722696108142,1909.2495418350861,2.382,301.7155165837804,5288.941793370542,16.49487685709443,3742.744834945637,3773.2225905946375,1858.9010516163958,0.0005143510287020574,138.18502117344482,4054.370974588906,398.40625070660866,2339.3946658002287,2670.524912938594,1332.260336835812,,,,,,,,,3.849277417703306,C
2010-11-23,13.47,5.21,,3830.77,2420.34,2430.4,989.58,1178.18,551.46,1074.97,445.65,296.17,6746.63,0.87,1.43,0.41,113.23917999999999,110.45776000000002,108.6182,18.82115699,2011,54,6.92103310384472,BN,D,,W,0.6012880254337121,6674.384278091483,3707.5531428533104,2108.685017001677,126738.32165905139,5.707068755889017,7.665291860698284,0.0006985013970027941,0.0005143510287020574,2.694,1.739790872915079,29.452508144063962,934.3,1.739790872915079,629.4066183035675,7727.37798739616,72.24513805201082,5326.1691726568715,5361.5558579979215,1906.2559881896989,2.694,309.0693409869734,5281.587968967348,15.550246508561111,3737.368588672536,3766.100940994756,1856.6977203569547,0.0005143510287020574,142.36753690260315,4050.1884588597477,397.3300705865979,2337.029285592225,2667.265079422008,1331.6228531221334,,,,,,,,,3.849277417703306,C
2010-11-24,16.47,7.34,,3092.73,1769.14,1768.83,944.69,1090.52,518.96,1063.67,420.79,223.51,6055.91,0.0,0.0,0.0,98.85880000000002,94.49356,90.64484,19.74148757,2011,55,6.92103310384472,BN,D,,W,0.6012880254337121,6033.839157354149,3161.9528974925324,1776.5844532142637,126435.24473345296,5.535856693212346,7.435333104877335,0.0006985013970027941,0.0005143510287020574,3.2939999999999996,2.449790872915079,29.34835102145135,818.8,2.449790872915079,641.3745637194878,7715.41004198024,73.08956863712406,5314.942934314729,5350.74323364024,1903.7558171769456,3.2939999999999996,315.3409830871409,5275.3163268671815,15.321307347328785,3731.826088839929,3760.1354278911213,1855.9170370342447,0.0005143510287020574,145.89134077081306,4046.6646549915376,396.45033213472215,2334.714374666251,2664.218985161257,1331.092603709143,,,,,,,,,3.849277417703306,C
2010-11-25,16.32,7.35,,2786.79,1396.59,1297.8,885.61,998.72,542.19,1035.71,340.81,142.45,5837.0,0.0,0.0,0.0,101.60397999999999,94.14076000000001,100.64276000000001,21.1041322,2011,56,6.92103310384472,BN,D,,W,0.6012880254337121,5830.831089858479,2935.785021678652,1540.1327873878427,125944.31358663877,5.369780992415976,7.212273111731015,0.0006985013970027941,0.0005143510287020574,3.2640000000000002,2.4531242062484124,29.109708186519327,752.15,2.4531242062484124,652.9398485063427,7703.844757193385,73.65868670710867,5304.1804481744,5340.2595095399265,1900.671006678083,3.2640000000000002,321.16402774843306,5269.493282205889,15.193548840365851,3726.9180393909583,3754.991317719112,1854.7998328011756,0.0005143510287020574,148.94614960015704,4043.6098461621937,395.7771331733722,2332.391614118565,2661.336703928218,1330.6390127255638,,,,,,,,,3.849277417703306,C
2010-11-26,16.1,7.33,,2645.55,1268.6,1463.99,918.75,1045.51,464.61,1016.97,323.91,122.62,5725.28,0.0,0.0,0.03,107.65792,102.87256000000001,104.64956000000001,8.959338828,2011,57,6.92103310384472,BN,D,,W,0.6012880254337121,5727.226588919205,2831.3725526325898,1623.558264201831,125374.32449622604,5.2086875626434965,6.995904918379084,0.0006985013970027941,0.0005143510287020574,3.22,2.4464575395817456,28.800089641943334,847.65,2.4464575395817456,664.2996367627551,7692.484968936973,75.69635744356597,5292.375612539935,5329.452753708807,1896.4900793834515,3.22,326.77997329791646,5263.8773366564055,15.144917466401619,3721.5351968127557,3749.5186184450768,1853.2648920674103,0.0005143510287020574,152.1664304493493,4040.3895653130016,394.95420221925895,2330.29841673189,2658.5595380301793,1329.9821199130224,,,,,,,,,3.849277417703306,C
2010-11-27,15.82,7.32,,2743.89,1436.6,1424.99,919.13,1044.36,446.21,988.38,462.76,192.58,5715.77,0.58,0.66,0.55,110.36674000000001,108.34096,101.31056,5.5755371810000005,2011,58,6.92103310384472,BN,D,,W,0.6012880254337121,5718.407408790917,2904.0709539777454,1603.9807108246991,124824.01568020564,5.632426935764191,7.446027770827712,0.0006985013970027941,0.0005143510287020574,3.164,2.4431242062484126,28.569627371545028,786.75,2.4431242062484126,675.6419324305127,7681.142673269215,76.92159940976171,5281.6679027161435,5319.345184643181,1893.3630909876133,3.164,332.54011402337886,5258.117195930943,15.193733311912403,3715.953936428542,3744.0275556066913,1852.0330578785565,0.0005143510287020574,155.34787978777626,4037.208115974575,394.2722835583934,2327.9580588699,2655.652412216381,1329.132828941423,,,,,,,,,3.849277417703306,C
2010-11-28,17.78,10.11,,2796.26,1435.57,1370.64,893.83,1033.47,466.5,996.32,391.68,207.3,5669.0,0.05,0.08,0.05,104.91274,98.2156,100.18484,11.16297519,2011,59,6.92103310384472,BN,D,,W,0.6012880254337121,5675.034847844534,2942.7857727538876,1576.6976332337476,124257.8497440399,5.513454127691265,7.30264693770288,0.0006985013970027941,0.0005143510287020574,3.556,3.3731242062484124,28.31322889922435,881.6,3.3731242062484124,686.8981998783562,7669.886405821371,77.9028305718682,5271.183025162706,5309.340927922046,1891.0570361592706,3.556,338.3770444719043,5252.280265482418,14.972797113520837,3711.1157610322825,3738.7811540971397,1851.1784538213142,0.0005143510287020574,158.47521393107263,4034.0807818312783,393.74663328711694,2325.607017631139,2652.864483494236,1328.553699835668,,,,,,,,,3.849277417703306,C
2010-11-29,17.95,10.41,,2557.83,1331.49,1276.11,856.49,987.95,456.53,985.99,347.46,158.1,5577.49,0.0,0.0,0.0,106.43986,97.31595999999999,101.4632,-0.745785123,2011,60,6.92103310384472,BN,D,,W,0.6012880254337121,5590.172263876105,2766.525046368637,1529.2446557788685,123635.12952071399,5.348050503860527,7.083567529571793,0.0006985013970027941,0.0005143510287020574,3.59,3.4731242062484124,36.80516942152931,1023.25,3.4731242062484124,697.9861448458846,7658.798460853843,79.13979746301305,5258.742517492186,5297.50630404294,1890.0748536083368,3.59,343.8643668686841,5246.792943085638,14.495489469916166,3706.156948714365,3732.9404154782746,1850.873221397062,0.0005143510287020574,161.50842646635255,4031.0475692959985,393.1221742156383,2323.1401968535283,2649.8786515658207,1328.077878557826,,,,,,,,,3.849277417703306,C
2010-11-30,17.74,10.41,,2437.03,1155.62,1110.57,841.11,950.66,472.74,995.7,335.59,227.42,5664.68,0.0,0.0,0.05,108.89416,105.3598,108.17936000000002,-6.039669411,2011,61,6.92103310384472,BN,D,,W,0.6012880254337121,5671.028658764176,2677.22296295909,1446.1454715211657,123124.40170344246,5.187608988744711,6.871060503684639,0.13152887139107614,0.12067913385826773,3.646299212598425,3.5043132108486437,45.45660234891899,1059.9,3.5043132108486437,709.2344661335821,7647.550139566146,672.5608918213193,4385.803867650391,5280.950406749042,1765.8767422624808,3.646299212598425,349.17456116643746,5241.482748787885,295.3034647289641,3311.7463173608917,3722.4647271820695,1831.4354915251824,0.12067913385826773,164.37681417363027,4028.1791815887204,210.23903821196217,2211.2067952636426,2645.603651410657,1333.1897402806887,0.6124248783075197,3.6272833344014126,5.0443966961843225,0.0,3.6272833344014126,1.9006767717093924,-0.08894210300723293,3.982676743203537,3.849277417703306,C
2010-12-01,17.39,10.38,,2591.85,1086.11,1057.84,832.1,947.62,515.53,1024.01,336.1,135.46,5768.12,0.04,0.0,0.27,113.89366,113.96812,106.23320000000001,-7.602644615,2011,62,6.92103310384472,BN,D,,W,2.326674244015765,5957.598362280552,2818.1463719692038,1785.0074070830983,122925.77998055088,5.07198071908237,6.6649286885741,0.13152887139107614,0.12067913385826773,3.5762992125984256,3.494313210848644,54.742835313986006,1287.45,3.494313210848644,721.0511901380409,7635.733415561687,672.489377061102,4367.418711960291,5262.470068316557,1765.805599847223,3.5762992125984256,354.7642729691947,5235.893036985128,292.47356941525004,3303.700074805733,3710.4825670301534,1830.1697102152955,0.12067913385826773,167.91732472717172,4024.638671035179,210.3499402155647,2204.2930227937118,2638.919025164545,1332.3338692893747,,,,,,,,,4.441187006460221,C
2010-12-02,17.36,11.39,,3051.02,1401.45,1438.09,859.69,1082.22,506.62,1012.72,412.11,110.28,8052.54,0.54,0.34,0.76,113.45734,115.89088,109.53404,12.19438014,2011,63,6.92103310384472,BN,D,,W,2.326674244015765,8169.97336660729,3199.206419139564,2074.844859482566,124949.46434813063,5.459821297509898,6.804980827916876,0.13152887139107614,0.12067913385826773,3.5702992125984254,3.8309798775153108,64.41933696665652,2003.9,3.8309798775153108,737.2560959618737,7619.528509737854,672.4885979701568,4346.651506525463,5241.701825948757,1770.6159599274326,3.5702992125984254,361.1098063518435,5229.547503602478,288.79696529764425,3293.8208199588853,3695.4897623029824,1833.4949359506911,0.12067913385826773,172.03271948285143,4020.5232762794994,210.8942311812546,2194.0026762634106,2629.7532951009844,1332.6786649726864,,,,,,,,,4.441187006460221,C
